image,class,x0,y0,z0,visibility0,x1,y1,z1,visibility1,x2,y2,z2,visibility2,x3,y3,z3,visibility3,x4,y4,z4,visibility4,x5,y5,z5,visibility5,x6,y6,z6,visibility6,x7,y7,z7,visibility7,x8,y8,z8,visibility8,x9,y9,z9,visibility9,x10,y10,z10,visibility10,x11,y11,z11,visibility11,x12,y12,z12,visibility12,x13,y13,z13,visibility13,x14,y14,z14,visibility14,x15,y15,z15,visibility15,x16,y16,z16,visibility16,x17,y17,z17,visibility17,x18,y18,z18,visibility18,x19,y19,z19,visibility19,x20,y20,z20,visibility20,x21,y21,z21,visibility21,x22,y22,z22,visibility22,x23,y23,z23,visibility23,x24,y24,z24,visibility24,x25,y25,z25,visibility25,x26,y26,z26,visibility26,x27,y27,z27,visibility27,x28,y28,z28,visibility28,x29,y29,z29,visibility29,x30,y30,z30,visibility30,x31,y31,z31,visibility31,x32,y32,z32,visibility32
35.jpeg,0,0.55575,0.39473,-1.05064,0.97849,0.54509,0.34763,-1.0174,0.98464,0.55493,0.34396,-1.01759,0.9881,0.56357,0.34091,-1.01796,0.98725,0.50304,0.3611,-1.07411,0.97939,0.48011,0.36772,-1.07412,0.97561,0.45199,0.37554,-1.07424,0.9605,0.53499,0.35294,-0.70895,0.99183,0.35619,0.40193,-0.95567,0.97899,0.57314,0.42523,-0.91453,0.98884,0.5237,0.44411,-0.98481,0.9829,0.63066,0.46074,-0.49222,0.99818,0.23549,0.552,-0.80642,0.97104,0.72359,0.62794,-0.65236,0.42284,0.31615,0.73518,-0.99368,0.68568,0.69969,0.64539,-1.10714,0.59166,0.52041,0.6793,-1.11634,0.46689,0.73461,0.66655,-1.17623,0.55624,0.56453,0.66894,-1.16096,0.40781,0.68519,0.63806,-1.16811,0.55222,0.58097,0.63901,-1.12854,0.38842,0.66897,0.63622,-1.11074,0.55628,0.5253,0.62462,-1.09978,0.34742,0.56889,0.78654,0.07127,0.86061,0.35706,0.81845,-0.07037,0.87761,0.81584,0.80884,-0.27467,0.34723,0.21877,0.85966,-0.51931,0.52165,0.74576,0.93299,0.23609,0.12047,0.31493,1.05796,-0.11536,0.3531,0.70137,0.95491,0.28582,0.23727,0.34189,1.08461,-0.07637,0.34816,0.84966,1.01681,0.21777,0.09252,0.33457,1.16371,-0.26805,0.24225
69.jpeg,0,0.4185,0.21262,-0.21517,0.99998,0.42496,0.18785,-0.1375,1.0,0.43463,0.18752,-0.13775,0.99999,0.44335,0.18743,-0.13807,1.0,0.38554,0.189,-0.20534,0.99999,0.36424,0.18998,-0.2053,0.99999,0.34203,0.19132,-0.20518,0.99999,0.42935,0.19803,0.23981,1.0,0.29555,0.20707,-0.0654,0.99999,0.43,0.24222,-0.08021,0.99999,0.38665,0.24639,-0.16894,0.99999,0.50248,0.3621,0.48813,0.99976,0.21856,0.36718,-0.20176,0.99714,0.79709,0.39198,0.14828,0.81709,0.27966,0.45587,-0.55864,0.78706,0.82416,0.2795,-0.42969,0.86419,0.30871,0.30104,-0.58099,0.65159,0.82529,0.23554,-0.47784,0.80783,0.43949,0.27543,-0.59843,0.55666,0.77706,0.22969,-0.41903,0.78092,0.34312,0.27068,-0.58107,0.5185,0.77252,0.25103,-0.41683,0.75566,0.34282,0.28088,-0.56698,0.55135,0.48397,0.73901,0.26353,0.99998,0.33455,0.75736,-0.26449,0.99989,0.71476,0.47799,0.32553,0.89173,0.38266,0.39661,-0.43127,0.96069,0.70447,0.81773,0.12538,0.86933,0.71179,0.56122,-0.15902,0.83748,0.63536,0.87903,0.1152,0.88236,0.7154,0.61243,-0.09839,0.88602,0.87815,0.92039,0.07047,0.87088,0.93881,0.54863,0.00881,0.84878
86.jpeg,0,0.38805,0.37505,-1.39514,0.99958,0.44312,0.30904,-1.34767,0.99945,0.47783,0.3055,-1.34852,0.99942,0.50959,0.30433,-1.34908,0.99947,0.36724,0.31879,-1.2601,0.99919,0.35073,0.32099,-1.25912,0.99902,0.33991,0.32369,-1.25991,0.99907,0.56571,0.34107,-0.92131,0.99953,0.35979,0.36197,-0.50583,0.99878,0.46124,0.46279,-1.2363,0.99975,0.3713,0.46258,-1.11604,0.99961,0.81048,0.7467,-0.90101,0.99717,0.28024,0.84312,0.04848,0.99429,0.87563,1.30675,-1.33326,0.47604,0.18952,1.33056,0.2109,0.14895,0.78468,1.74524,-1.97815,0.08267,0.17766,1.70664,-0.61202,0.03403,0.79999,1.89169,-2.24217,0.11986,0.16133,1.83834,-0.76101,0.05296,0.73453,1.89371,-2.27556,0.18737,0.19019,1.82683,-0.94658,0.08715,0.71864,1.838,-2.01935,0.14908,0.21118,1.77781,-0.71946,0.08656,0.75063,1.721,-0.35295,0.00633,0.3898,1.72747,0.35922,0.0039,0.73317,2.42448,-0.34837,0.00759,0.37936,2.42214,0.52405,0.0052,0.74679,3.06598,0.65075,0.00081,0.4242,3.05851,1.22723,0.00034,0.77192,3.17071,0.69457,0.00027,0.43627,3.1602,1.26707,0.00073,0.66916,3.24773,-0.1853,0.00053,0.41636,3.2484,0.38918,0.00069
2.jpeg,0,0.46806,0.21854,-0.63846,0.99992,0.49127,0.1876,-0.57464,0.99988,0.50284,0.19306,-0.57482,0.99988,0.51384,0.19947,-0.5745,0.99984,0.45641,0.17833,-0.59767,0.99992,0.44206,0.17674,-0.59773,0.99994,0.42804,0.17464,-0.59827,0.99994,0.52827,0.22999,-0.22994,0.99977,0.41117,0.19608,-0.32846,0.99996,0.48134,0.28094,-0.5137,0.99994,0.43643,0.26014,-0.54244,0.99997,0.58025,0.4765,0.01413,0.9991,0.33076,0.51875,-0.25315,0.99957,0.6868,0.77859,-0.11682,0.90552,0.28857,0.90327,-0.55021,0.98776,0.64595,0.80335,-0.64452,0.90714,0.44598,0.75165,-1.04301,0.98955,0.65165,0.82905,-0.74765,0.83319,0.50741,0.71547,-1.15022,0.97461,0.63079,0.7923,-0.74876,0.84136,0.50543,0.67386,-1.12847,0.9748,0.62417,0.78325,-0.65904,0.82995,0.49089,0.67928,-1.03586,0.96862,0.55223,1.09609,0.0517,0.24738,0.35201,1.09758,-0.04927,0.22541,0.55598,1.54187,0.05738,0.00848,0.3735,1.54348,0.05804,0.00483,0.56058,1.95353,0.44535,0.00039,0.37878,1.94255,0.44831,0.00024,0.56132,2.01761,0.45839,0.0003,0.36228,2.00313,0.473,0.00038,0.55952,2.07506,0.07139,0.00035,0.43219,2.06098,0.04979,0.00067
90.jpeg,0,0.6673,0.32985,-1.03718,0.99982,0.67866,0.29163,-0.88939,0.99983,0.6919,0.29268,-0.88949,0.99985,0.70612,0.29368,-0.88932,0.99982,0.62704,0.28896,-0.9246,0.99973,0.60245,0.28844,-0.92464,0.99969,0.57859,0.28788,-0.92487,0.99958,0.70693,0.31495,-0.20736,0.99985,0.52967,0.31025,-0.3748,0.99979,0.68098,0.38656,-0.78849,0.99963,0.61566,0.38607,-0.83913,0.9996,0.80608,0.62798,-0.15109,0.99735,0.31931,0.54562,-0.20683,0.97653,0.84116,0.83983,-1.02799,0.83316,-0.01235,0.33929,-1.30208,0.97941,0.75776,0.9113,-2.00026,0.93584,0.35648,0.18047,-2.03347,0.83418,0.74584,0.90815,-2.20574,0.91771,0.41928,0.14997,-2.18642,0.70641,0.72899,0.86525,-2.1296,0.9302,0.44818,0.1772,-2.05109,0.71205,0.72602,0.86142,-1.9956,0.90497,0.43773,0.19799,-2.00307,0.68379,0.65198,1.27621,-0.08105,0.10792,0.37824,1.27468,0.08387,0.15154,0.69494,1.19408,-0.84238,0.22038,0.34053,1.27716,-0.8976,0.36505,0.61326,1.73173,-0.42713,0.04574,0.40455,1.75326,-0.51962,0.01701,0.60354,1.82356,-0.40734,0.04945,0.41066,1.81436,-0.49941,0.01798,0.59632,1.85347,-0.86043,0.07216,0.40947,1.90351,-0.94245,0.02953
28.jpeg,0,0.27853,0.29381,-0.19229,0.9998,0.27156,0.27903,-0.16022,0.99983,0.27414,0.27787,-0.16028,0.99971,0.27644,0.27645,-0.16045,0.99979,0.2589,0.28258,-0.2084,0.99992,0.25278,0.28429,-0.20836,0.99987,0.24659,0.28601,-0.20842,0.99989,0.26285,0.28245,0.03822,0.99974,0.22713,0.29748,-0.17486,0.99993,0.28554,0.30597,-0.10763,0.99948,0.27184,0.3103,-0.16929,0.99952,0.26941,0.33458,0.23526,0.99878,0.24331,0.36448,-0.33021,0.99936,0.25686,0.24716,0.36445,0.55956,0.38084,0.31352,-0.54899,0.99882,0.25955,0.1908,0.37883,0.78377,0.50526,0.21663,-0.46258,0.99248,0.27865,0.16387,0.36577,0.72726,0.52616,0.20178,-0.51132,0.97586,0.2825,0.16312,0.34638,0.72584,0.52054,0.1921,-0.4954,0.97352,0.27554,0.1753,0.36237,0.72579,0.51118,0.19738,-0.45484,0.96034,0.3543,0.60316,0.16758,0.99987,0.27801,0.61317,-0.1677,0.99962,0.48155,0.73551,-0.03737,0.96026,0.25063,0.77239,-0.16504,0.96605,0.41831,0.90979,0.10061,0.90972,0.16167,0.89336,0.23999,0.89395,0.38889,0.92622,0.1079,0.84203,0.14306,0.89712,0.27827,0.76144,0.45398,0.9571,-0.02141,0.87615,0.15429,0.9512,0.17589,0.86171
53.jpeg,0,0.68953,0.24109,-0.3379,0.99726,0.69924,0.21093,-0.35839,0.99648,0.70585,0.20877,-0.35837,0.99793,0.71315,0.20639,-0.35846,0.99616,0.68876,0.21265,-0.31609,0.99491,0.68692,0.21209,-0.31616,0.99671,0.68524,0.21135,-0.31639,0.99494,0.74343,0.2096,-0.31893,0.99929,0.7098,0.21492,-0.12151,0.99791,0.70518,0.26032,-0.31393,0.99944,0.69075,0.2645,-0.25674,0.99819,0.84572,0.3573,-0.23886,0.99966,0.67454,0.36423,-0.02209,0.99932,0.85775,0.60969,-0.41136,0.99962,0.63212,0.55171,-0.20076,0.98843,0.74618,0.5639,-0.66449,0.99847,0.62194,0.55061,-0.68353,0.99543,0.7058,0.57806,-0.73408,0.99548,0.62106,0.56398,-0.76113,0.98956,0.70059,0.55109,-0.70654,0.99556,0.62203,0.53951,-0.76423,0.98982,0.70805,0.54315,-0.65204,0.99511,0.6259,0.53364,-0.69711,0.99049,0.77004,0.76761,-0.02631,0.9989,0.65971,0.74791,0.02726,0.99886,0.75208,1.09363,-0.05364,0.57425,0.6283,1.02912,0.05069,0.50817,0.72957,1.32889,0.46088,0.0025,0.62821,1.31658,0.52044,0.00217,0.73332,1.36219,0.50497,0.00693,0.62914,1.35249,0.56279,0.00568,0.69911,1.42869,0.32716,0.00093,0.62384,1.41363,0.3776,0.00129
45.jpeg,0,0.49504,0.17098,-0.51732,0.99977,0.50929,0.1351,-0.48009,0.99963,0.51705,0.13505,-0.48004,0.9995,0.52567,0.13572,-0.48,0.99957,0.47803,0.14247,-0.48045,0.99971,0.46582,0.14715,-0.48063,0.99965,0.45521,0.15145,-0.48087,0.99973,0.54091,0.16181,-0.26227,0.99943,0.44122,0.1742,-0.25985,0.99963,0.51466,0.21034,-0.43578,0.99989,0.47471,0.21563,-0.43545,0.99992,0.62592,0.38653,-0.1553,0.9999,0.36017,0.38029,-0.11477,0.99967,0.7228,0.66386,-0.2004,0.99698,0.26283,0.6504,-0.19261,0.99417,0.63486,0.71992,-0.48417,0.98898,0.36021,0.74909,-0.55755,0.96639,0.60299,0.74313,-0.56419,0.95225,0.39958,0.77343,-0.62494,0.89175,0.59669,0.70326,-0.54853,0.95261,0.41473,0.74085,-0.63203,0.89742,0.60131,0.69691,-0.47993,0.96205,0.40575,0.73054,-0.56389,0.91119,0.58473,0.87784,-0.02934,0.99391,0.42574,0.88619,0.03109,0.99457,0.59257,1.23899,0.1246,0.02747,0.44406,1.25166,0.22249,0.02985,0.57821,1.52909,0.62839,0.00028,0.4196,1.5534,0.6069,0.00089,0.58423,1.57451,0.66854,0.00076,0.41482,1.61244,0.63991,0.00135,0.5438,1.66594,0.44007,0.00035,0.42156,1.66542,0.38461,0.00131
32.jpeg,0,0.44964,0.45628,-2.3861,0.99968,0.48837,0.37782,-2.31425,0.99945,0.5227,0.37041,-2.31447,0.9994,0.54912,0.36511,-2.31511,0.99942,0.35949,0.39931,-2.28455,0.99941,0.32226,0.40438,-2.28372,0.9993,0.29293,0.40941,-2.28416,0.99934,0.60373,0.37721,-1.61178,0.99944,0.25205,0.43347,-1.40856,0.99954,0.53859,0.50003,-2.10576,0.99988,0.39702,0.52358,-2.04764,0.99984,0.93036,0.63569,-1.08106,0.99581,0.13299,0.72408,-0.84962,0.99749,1.09375,0.96164,-1.13699,0.17994,0.23134,1.04688,-0.57599,0.22055,1.21366,1.26724,-2.05356,0.02356,0.31012,1.37149,-1.53379,0.07955,1.25936,1.36314,-2.32658,0.02646,0.31335,1.46536,-1.77592,0.07535,1.15715,1.35768,-2.41103,0.04231,0.36466,1.42886,-1.91535,0.11007,1.12464,1.31989,-2.12449,0.04794,0.38164,1.38933,-1.62187,0.1161,0.96175,1.25394,-0.19926,0.00399,0.42257,1.30464,0.20701,0.00385,1.02012,1.78102,0.45534,0.00033,0.52857,1.82008,1.30094,0.00021,1.08014,2.2254,2.25844,5e-05,0.61436,2.26282,3.26513,1e-05,1.10431,2.30629,2.37963,4e-05,0.62824,2.34183,3.43975,2e-05,1.02922,2.40094,1.22229,3e-05,0.74457,2.43294,2.20241,6e-05
65.jpeg,0,0.48207,0.53278,-1.05521,0.99913,0.49177,0.49731,-1.03645,0.99921,0.50557,0.49152,-1.03639,0.99869,0.51583,0.48666,-1.03651,0.99874,0.45411,0.5108,-1.02316,0.99951,0.44522,0.5139,-1.02336,0.99928,0.43764,0.5165,-1.02347,0.9995,0.54237,0.49175,-0.8353,0.99842,0.42636,0.53142,-0.7719,0.99964,0.51184,0.55567,-0.97295,0.99729,0.4766,0.56861,-0.95404,0.99741,0.65203,0.59494,-0.58869,0.99625,0.40726,0.62935,-0.58368,0.99605,0.79568,0.63643,-0.77935,0.96185,0.32301,0.71374,-0.68368,0.9255,0.68545,0.59359,-1.0568,0.74763,0.34717,0.68137,-0.88862,0.89247,0.68208,0.5888,-1.11748,0.47872,0.35346,0.67819,-0.9351,0.72048,0.65378,0.58227,-1.06175,0.44062,0.37129,0.65859,-0.90404,0.67957,0.65297,0.591,-1.03893,0.42653,0.37639,0.66626,-0.87932,0.66549,0.57205,0.84359,-0.00978,0.9891,0.46152,0.83782,0.0102,0.9897,0.55726,0.96664,0.44397,0.21161,0.44105,0.93875,0.47861,0.08934,0.54446,1.04542,1.03869,0.03358,0.44254,1.01457,1.02486,0.02993,0.54262,1.05538,1.09831,0.05318,0.45235,1.02552,1.0824,0.05299,0.52785,1.11069,1.00915,0.03253,0.43044,1.08467,0.97927,0.03413
73.jpeg,0,0.53502,0.35021,-1.01647,0.99984,0.56013,0.29786,-0.95227,0.99954,0.57482,0.29777,-0.9524,0.99967,0.59074,0.29805,-0.95265,0.99952,0.50836,0.30062,-0.96986,0.99955,0.49071,0.30322,-0.96938,0.99969,0.47384,0.30657,-0.96981,0.99957,0.61401,0.33138,-0.52515,0.99943,0.44987,0.33501,-0.58754,0.99972,0.56715,0.42132,-0.85455,0.99983,0.50565,0.42666,-0.87227,0.99984,0.73724,0.68559,-0.18254,0.99816,0.33853,0.7085,-0.43664,0.99928,0.78585,1.02419,0.00268,0.14159,0.3414,1.05153,-0.31802,0.34183,0.85613,1.48554,-0.32171,0.03538,0.34623,1.51086,-0.71171,0.11251,0.89313,1.59413,-0.40682,0.04967,0.3273,1.63452,-0.84167,0.12381,0.8684,1.60236,-0.51046,0.08126,0.36661,1.64344,-0.93565,0.17899,0.84242,1.5566,-0.38262,0.07904,0.38133,1.58923,-0.7636,0.16792,0.70047,1.52145,-0.01723,0.00099,0.42446,1.53268,0.02135,0.00101,0.69603,2.19574,0.03158,0.00034,0.43821,2.20489,0.04298,0.00018,0.70518,2.80227,0.68104,0.00014,0.45385,2.80996,0.50923,2e-05,0.71121,2.89927,0.71168,0.00012,0.45202,2.90918,0.53481,5e-05,0.67493,2.98624,0.13575,0.00017,0.49836,2.98482,-0.10023,0.00014
49.jpeg,0,0.5089,0.37971,-0.55135,0.99965,0.52903,0.33681,-0.52155,0.99908,0.54007,0.33587,-0.52147,0.99916,0.55176,0.33556,-0.52162,0.99905,0.49045,0.33906,-0.52271,0.99915,0.47876,0.33987,-0.52265,0.99926,0.469,0.34082,-0.52301,0.99925,0.57118,0.3545,-0.31318,0.99906,0.45615,0.36233,-0.30885,0.99949,0.53201,0.42974,-0.47149,0.99972,0.4881,0.43566,-0.47018,0.99983,0.67294,0.61405,-0.20067,0.99928,0.35995,0.61104,-0.23743,0.99928,0.72814,0.92082,-0.22475,0.6864,0.30222,0.90456,-0.37579,0.63206,0.73112,1.17493,-0.4966,0.17228,0.32667,1.04086,-0.82779,0.23496,0.75023,1.26614,-0.57866,0.1337,0.3336,1.16143,-0.92421,0.18773,0.71361,1.25619,-0.61294,0.19716,0.36619,1.12993,-0.95322,0.24699,0.7022,1.22128,-0.52077,0.21917,0.36773,1.10443,-0.85159,0.26086,0.61212,1.22254,-0.01174,0.01921,0.41117,1.22222,0.0146,0.01961,0.6058,1.67116,0.13506,0.00086,0.41207,1.67286,0.14602,0.00031,0.59961,2.07114,0.61942,4e-05,0.41609,2.06588,0.50608,1e-05,0.60461,2.14538,0.64958,5e-05,0.41177,2.13759,0.53348,2e-05,0.56784,2.21368,0.32965,4e-05,0.45088,2.21171,0.17631,4e-05
48.jpeg,0,0.48713,0.2247,-0.52032,0.99967,0.50467,0.18134,-0.50009,0.99942,0.51437,0.17772,-0.50037,0.99961,0.52225,0.17489,-0.50052,0.9994,0.46914,0.18831,-0.47721,0.99909,0.45654,0.18855,-0.47733,0.99916,0.44538,0.18807,-0.47749,0.99868,0.53935,0.17697,-0.27783,0.99968,0.43477,0.18852,-0.17563,0.99906,0.51573,0.248,-0.43059,0.99947,0.47093,0.25477,-0.40173,0.99899,0.628,0.3376,-0.17606,0.99941,0.39177,0.34269,0.00039,0.99883,0.58556,0.56932,-0.48334,0.99794,0.37175,0.5628,-0.31524,0.99079,0.52285,0.37714,-0.85244,0.9992,0.40946,0.39645,-0.8541,0.99645,0.50434,0.33283,-0.92571,0.99826,0.43009,0.35421,-0.93217,0.99099,0.50932,0.30887,-0.89227,0.99815,0.43217,0.32908,-0.89429,0.98963,0.51481,0.32475,-0.84083,0.99784,0.42894,0.34599,-0.85117,0.98872,0.55064,0.75852,-0.01205,0.9995,0.40224,0.7462,0.01303,0.9992,0.52619,1.04985,-0.15329,0.38743,0.40963,1.02604,0.03752,0.47725,0.50618,1.30006,0.31369,0.00488,0.39427,1.30159,0.56141,0.00765,0.5054,1.32812,0.35183,0.01074,0.3927,1.33867,0.60564,0.01252,0.48217,1.40454,0.09172,0.00273,0.40146,1.39526,0.29535,0.0041
106.jpeg,0,0.51731,0.49898,-0.79844,0.99189,0.53214,0.45538,-0.79972,0.99152,0.53758,0.45228,-0.79974,0.99122,0.54379,0.44769,-0.8,0.99199,0.51519,0.4486,-0.83698,0.99387,0.50586,0.43945,-0.83723,0.99334,0.49282,0.42724,-0.83721,0.99413,0.53852,0.41232,-0.65547,0.99375,0.43503,0.37921,-0.81749,0.99569,0.51162,0.51842,-0.72302,0.99468,0.48913,0.51166,-0.77038,0.99749,0.53888,0.46863,-0.47551,0.99589,0.27291,0.45336,-0.66509,0.99474,0.58986,0.64422,-0.20837,0.44713,0.11645,0.67689,-0.63958,0.97751,0.55948,0.76233,-0.20124,0.457,0.38514,0.73968,-0.69076,0.9348,0.56777,0.79245,-0.22309,0.38444,0.45132,0.77101,-0.7527,0.857,0.55683,0.74939,-0.24591,0.42458,0.48234,0.7206,-0.71675,0.85754,0.54407,0.74172,-0.20801,0.4008,0.44935,0.69811,-0.67388,0.77175,0.33662,0.84289,0.06229,0.63369,0.19885,0.823,-0.06166,0.62338,0.43152,0.85169,0.51204,0.10612,0.27097,0.86431,0.39274,0.25771,0.42058,0.8289,1.09111,0.04968,0.35096,0.84121,0.93918,0.06742,0.40311,0.81213,1.15095,0.07507,0.35,0.82039,0.99801,0.08107,0.4622,0.906,1.11681,0.0574,0.42047,0.91903,0.93169,0.07129
25.jpeg,0,0.57011,0.32343,0.19427,0.99985,0.59333,0.26577,0.22762,0.99986,0.60783,0.26316,0.22762,0.99985,0.62229,0.26095,0.22749,0.99987,0.54413,0.28349,0.24588,0.9998,0.52972,0.29139,0.24587,0.99976,0.51852,0.29785,0.24593,0.99982,0.65844,0.27015,0.38751,0.99971,0.51376,0.31575,0.46308,0.99949,0.60805,0.36482,0.25198,0.99962,0.55259,0.38498,0.27355,0.9993,0.73875,0.40513,0.31365,0.99702,0.52571,0.5053,0.5614,0.9984,0.7657,0.66783,0.22582,0.50765,0.43508,0.61856,0.36241,0.52946,0.62776,0.70619,0.19355,0.32719,0.31189,0.38473,0.01597,0.63614,0.61412,0.73673,0.18343,0.30296,0.35454,0.45569,-0.0404,0.55732,0.5865,0.71868,0.17319,0.32134,0.35705,0.42253,-0.02192,0.55027,0.60674,0.70857,0.19488,0.34287,0.37816,0.43699,0.01164,0.57243,0.79231,0.80289,-0.05814,0.98684,0.65089,0.85844,0.0587,0.97238,0.71833,0.67002,-0.71855,0.64967,0.54771,0.83803,-0.3399,0.41288,0.78724,1.07212,-1.15058,0.36513,0.60844,1.10284,-0.67965,0.06433,0.80765,1.15082,-1.19547,0.66798,0.63668,1.15083,-0.71926,0.20416,0.78078,1.15797,-1.37747,0.39788,0.59799,1.20322,-0.88961,0.0756
72.jpeg,0,0.44029,0.27223,-0.82702,0.99982,0.46444,0.21847,-0.79118,0.99925,0.47974,0.21433,-0.79123,0.99922,0.49084,0.21171,-0.7912,0.999,0.4245,0.2278,-0.77514,0.99951,0.41304,0.23006,-0.7749,0.99964,0.40478,0.23217,-0.7755,0.99968,0.51768,0.23022,-0.47696,0.99911,0.40212,0.2501,-0.38272,0.99973,0.47506,0.32007,-0.70903,0.99986,0.42247,0.33147,-0.68377,0.99985,0.65601,0.47061,-0.24474,0.99844,0.34205,0.4834,-0.2815,0.99989,0.73736,0.84624,-0.14309,0.82248,0.28035,0.82468,-0.77073,0.99645,0.70989,1.09953,-0.23786,0.47184,0.40072,0.48446,-1.44889,0.99824,0.72003,1.20486,-0.27223,0.3489,0.43126,0.4009,-1.60152,0.99271,0.69519,1.18808,-0.31376,0.38948,0.43882,0.37542,-1.53648,0.99139,0.68346,1.15226,-0.25902,0.45852,0.43422,0.39632,-1.44256,0.99025,0.61777,1.05141,-0.03054,0.02941,0.40036,1.12649,0.03297,0.05264,0.62842,1.5811,0.03484,0.0001,0.4255,1.59935,0.24052,0.0002,0.63704,1.98558,0.59588,4e-05,0.44326,2.00942,0.82559,3e-05,0.6452,2.04166,0.62404,2e-05,0.44227,2.06562,0.87491,3e-05,0.60955,2.13392,0.15351,3e-05,0.47386,2.15728,0.38068,0.00013
64.jpeg,0,0.56158,0.34817,0.20997,0.99981,0.55821,0.33942,0.18651,0.99987,0.55581,0.33962,0.18652,0.99984,0.55324,0.33983,0.18649,0.99988,0.56499,0.33886,0.18294,0.99987,0.56745,0.33863,0.18292,0.99985,0.57016,0.33846,0.18288,0.99989,0.54965,0.34652,0.10352,0.99978,0.57258,0.3457,0.08841,0.99978,0.55841,0.35812,0.18628,0.99967,0.56596,0.35784,0.1815,0.99969,0.52065,0.41151,0.08823,0.99931,0.59344,0.40702,0.0302,0.99974,0.50909,0.5,0.20617,0.83906,0.62604,0.48098,0.12314,0.91126,0.54092,0.5024,0.38781,0.05145,0.60867,0.46688,0.29356,0.1318,0.5471,0.50191,0.41809,0.03828,0.61573,0.46605,0.32195,0.10917,0.55581,0.49293,0.41443,0.0378,0.60663,0.46137,0.3143,0.11336,0.5559,0.49221,0.39122,0.04137,0.60528,0.46197,0.29617,0.11159,0.54443,0.58274,0.03678,0.99952,0.58341,0.57155,-0.03697,0.99988,0.55864,0.67796,0.1166,0.90065,0.63133,0.69533,-0.07536,0.98511,0.55211,0.76635,0.02841,0.90397,0.65654,0.83929,-0.28591,0.99058,0.55154,0.77596,0.02042,0.95047,0.65574,0.86325,-0.30567,0.99128,0.55203,0.79827,0.0075,0.6922,0.68279,0.87803,-0.34704,0.94552
33.jpeg,0,0.48504,0.27831,-1.50635,0.9996,0.53083,0.2317,-1.43924,0.99924,0.55571,0.22946,-1.43984,0.99922,0.57776,0.22712,-1.43996,0.99916,0.44346,0.23704,-1.43081,0.99927,0.41653,0.23703,-1.43112,0.99929,0.39124,0.23739,-1.43208,0.99931,0.62034,0.24334,-0.88125,0.99909,0.36801,0.25441,-0.83061,0.99923,0.54352,0.31966,-1.28373,0.99972,0.43915,0.31911,-1.26977,0.9997,0.80952,0.50813,-0.4775,0.99664,0.22826,0.49151,-0.41566,0.99869,0.78413,0.85043,-0.31257,0.7103,0.17566,0.7952,-0.12469,0.6526,0.7868,1.13924,-0.77533,0.31979,0.02681,1.01463,-0.61075,0.38521,0.8018,1.22682,-0.90452,0.31533,-0.04082,1.08347,-0.72059,0.38434,0.76567,1.22161,-1.02614,0.38008,-0.04538,1.07748,-0.92983,0.47254,0.73445,1.18364,-0.8391,0.36821,0.01977,1.05058,-0.7098,0.46479,0.60273,1.0279,-0.06108,0.17477,0.28545,1.00067,0.06352,0.16981,0.49693,1.42562,-0.14231,0.08318,0.1849,1.39318,0.06217,0.05198,0.4861,1.79876,0.72942,0.01379,0.17693,1.78218,0.70514,0.00921,0.49967,1.85688,0.77105,0.00682,0.17756,1.83941,0.73618,0.01299,0.4251,1.90667,0.0898,0.0096,0.17524,1.90038,-0.01868,0.01587
44.jpeg,0,0.54401,0.38454,-0.61383,0.99994,0.55482,0.3671,-0.58847,0.99988,0.56162,0.36679,-0.58853,0.99986,0.56743,0.36619,-0.58873,0.99984,0.53471,0.36413,-0.59913,0.99984,0.5264,0.36207,-0.59915,0.99984,0.51799,0.36026,-0.59917,0.99981,0.57149,0.36188,-0.36458,0.99983,0.49458,0.35614,-0.41432,0.99989,0.54917,0.40093,-0.52062,0.99997,0.52423,0.39804,-0.53465,0.99998,0.61689,0.41861,-0.16776,0.99999,0.41028,0.42853,-0.2753,0.99992,0.66199,0.52119,-0.12884,0.98983,0.406,0.54357,-0.31783,0.9931,0.66652,0.60943,-0.44147,0.99099,0.48886,0.59764,-0.54589,0.9848,0.67233,0.63959,-0.52656,0.98136,0.5054,0.63256,-0.62199,0.97183,0.64392,0.63008,-0.57704,0.98239,0.53498,0.61977,-0.64896,0.97274,0.63617,0.62184,-0.46737,0.97707,0.53446,0.60896,-0.55668,0.96232,0.5815,0.6074,0.03144,0.99877,0.45908,0.60946,-0.03091,0.99703,0.71334,0.65958,-0.5358,0.84125,0.39868,0.68235,-0.47491,0.77006,0.57505,0.82327,-0.27158,0.52828,0.39008,0.82383,-0.2286,0.50186,0.54279,0.85469,-0.2521,0.62463,0.40913,0.84787,-0.21146,0.44966,0.59506,0.89312,-0.43553,0.43506,0.39242,0.87213,-0.41838,0.39045
